person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
27.0,male,2,73401.0,2,RENT,10000.0,VENTURE,10.62,0.14,10.0,662,Yes,0
28.0,female,2,41700.0,8,RENT,5000.0,PERSONAL,7.9,0.12,5.0,635,No,1
35.0,male,1,96852.0,14,OWN,15000.0,VENTURE,15.99,0.15,5.0,677,Yes,0
28.0,male,2,259694.0,9,MORTGAGE,21000.0,HOMEIMPROVEMENT,11.99,0.08,6.0,678,Yes,0
27.0,male,0,144961.0,4,MORTGAGE,16000.0,VENTURE,12.21,0.11,5.0,547,Yes,0
34.0,female,2,163019.0,11,MORTGAGE,8000.0,VENTURE,9.32,0.05,5.0,678,No,0
28.0,male,3,144878.0,5,MORTGAGE,14400.0,MEDICAL,10.74,0.1,7.0,686,Yes,0
27.0,female,3,153334.0,5,MORTGAGE,21000.0,VENTURE,10.99,0.14,5.0,658,Yes,0
27.0,female,2,111329.0,4,MORTGAGE,18000.0,EDUCATION,11.48,0.16,8.0,643,No,0
31.0,female,2,69242.0,8,RENT,9000.0,MEDICAL,15.33,0.13,6.0,659,No,1
28.0,female,1,151191.0,9,MORTGAGE,5000.0,PERSONAL,11.99,0.03,5.0,705,No,1
29.0,male,1,44522.0,6,MORTGAGE,14000.0,PERSONAL,14.27,0.31,10.0,680,Yes,0
30.0,female,2,109217.0,5,MORTGAGE,18000.0,PERSONAL,8.49,0.16,7.0,565,Yes,0
29.0,male,0,49123.0,7,OWN,5000.0,MEDICAL,5.42,0.1,5.0,629,Yes,0
29.0,female,2,60940.0,5,MORTGAGE,3575.0,HOMEIMPROVEMENT,11.49,0.06,6.0,676,Yes,0
27.0,male,2,126177.0,5,RENT,15000.0,EDUCATION,16.77,0.12,6.0,650,Yes,0
33.0,male,1,118600.0,9,RENT,20000.0,HOMEIMPROVEMENT,6.91,0.17,7.0,686,No,0
29.0,female,1,45687.0,2,MORTGAGE,3000.0,PERSONAL,16.82,0.07,7.0,530,Yes,0
28.0,male,1,150903.0,7,MORTGAGE,8000.0,MEDICAL,11.14,0.05,6.0,520,Yes,0
29.0,female,2,171473.0,6,OWN,24250.0,PERSONAL,11.48,0.14,8.0,625,Yes,0
27.0,female,2,150576.0,3,MORTGAGE,8000.0,DEBTCONSOLIDATION,6.76,0.05,6.0,642,Yes,0
34.0,female,2,47358.0,14,MORTGAGE,2400.0,DEBTCONSOLIDATION,8.9,0.05,6.0,649,Yes,0
28.0,male,2,79039.0,8,MORTGAGE,10000.0,HOMEIMPROVEMENT,7.49,0.13,7.0,685,No,0
34.0,male,4,67057.0,14,MORTGAGE,7000.0,EDUCATION,13.49,0.1,7.0,743,No,0
34.0,male,0,85256.0,11,RENT,6000.0,DEBTCONSOLIDATION,11.89,0.07,7.0,625,Yes,0
27.0,female,0,87223.0,9,MORTGAGE,6000.0,EDUCATION,5.42,0.07,6.0,652,No,0
27.0,male,0,170127.0,4,MORTGAGE,6450.0,VENTURE,5.99,0.04,6.0,661,No,0
28.0,female,1,69194.0,6,MORTGAGE,12300.0,MEDICAL,7.88,0.18,8.0,587,Yes,0
34.0,female,2,51173.0,12,RENT,18825.0,MEDICAL,7.9,0.37,9.0,631,No,1
31.0,male,1,90817.0,10,MORTGAGE,13800.0,DEBTCONSOLIDATION,11.01,0.15,9.0,584,Yes,0
30.0,female,2,120932.0,5,RENT,1000.0,PERSONAL,11.71,0.01,6.0,655,No,0
29.0,male,1,69957.0,7,RENT,6000.0,EDUCATION,9.91,0.09,5.0,679,Yes,0
28.0,female,2,87179.0,6,MORTGAGE,16000.0,VENTURE,15.95,0.18,5.0,671,Yes,0
31.0,female,2,48824.0,9,RENT,2400.0,EDUCATION,11.01,0.05,10.0,643,Yes,0
33.0,female,2,29664.0,11,RENT,2000.0,DEBTCONSOLIDATION,14.35,0.07,8.0,741,No,0
32.0,female,1,26323.0,8,RENT,10000.0,VENTURE,11.01,0.38,10.0,658,No,1
27.0,male,1,133500.0,6,MORTGAGE,3600.0,HOMEIMPROVEMENT,6.03,0.03,5.0,691,No,0
30.0,female,1,30413.0,7,RENT,5000.0,MEDICAL,6.91,0.16,7.0,627,No,0
28.0,female,1,36581.0,10,MORTGAGE,10500.0,VENTURE,8.94,0.29,8.0,572,Yes,0
30.0,male,2,63157.0,5,MORTGAGE,3200.0,PERSONAL,6.99,0.05,5.0,686,No,0
29.0,female,1,145111.0,2,MORTGAGE,6250.0,DEBTCONSOLIDATION,12.53,0.04,9.0,507,Yes,0
32.0,male,1,134233.0,9,MORTGAGE,10400.0,HOMEIMPROVEMENT,9.91,0.08,7.0,597,No,0
27.0,female,1,58249.0,5,OWN,7500.0,VENTURE,13.47,0.13,6.0,687,No,0
30.0,male,1,109189.0,8,RENT,18000.0,DEBTCONSOLIDATION,8.94,0.16,7.0,585,Yes,0
31.0,female,0,100940.0,8,MORTGAGE,10000.0,MEDICAL,11.01,0.1,5.0,662,No,1
31.0,male,0,93695.0,10,RENT,10000.0,EDUCATION,16.49,0.11,7.0,548,Yes,0
33.0,male,1,117347.0,10,RENT,7000.0,EDUCATION,12.98,0.06,8.0,689,No,0
27.0,male,1,69398.0,8,RENT,8000.0,EDUCATION,16.29,0.12,5.0,644,No,0
30.0,male,2,49202.0,5,RENT,2500.0,VENTURE,5.79,0.05,8.0,689,No,0
31.0,male,2,35815.0,8,RENT,15075.0,HOMEIMPROVEMENT,11.01,0.42,7.0,517,No,1
35.0,male,1,128566.0,13,MORTGAGE,8325.0,VENTURE,6.99,0.06,10.0,610,Yes,0
27.0,male,3,81931.0,6,RENT,2800.0,PERSONAL,13.04,0.03,7.0,562,No,0
31.0,female,0,122820.0,10,RENT,7500.0,VENTURE,13.22,0.06,9.0,619,Yes,0
34.0,female,2,265119.0,14,MORTGAGE,11275.0,DEBTCONSOLIDATION,12.99,0.04,8.0,651,No,0
30.0,female,1,31187.0,5,MORTGAGE,7000.0,DEBTCONSOLIDATION,10.99,0.22,10.0,676,Yes,0
30.0,male,1,114935.0,6,MORTGAGE,4000.0,PERSONAL,5.99,0.03,7.0,570,Yes,0
34.0,female,2,97098.0,13,RENT,5000.0,EDUCATION,6.17,0.05,8.0,671,No,0
27.0,female,3,44926.0,3,RENT,9000.0,EDUCATION,7.49,0.2,6.0,656,No,0
33.0,male,0,43948.0,10,MORTGAGE,5000.0,VENTURE,8.49,0.11,9.0,662,Yes,0
30.0,male,0,79149.0,8,MORTGAGE,20000.0,HOMEIMPROVEMENT,16.77,0.25,5.0,564,Yes,0
33.0,female,0,54555.0,13,MORTGAGE,8000.0,EDUCATION,16.49,0.15,7.0,692,No,1
27.0,male,2,156569.0,4,MORTGAGE,10000.0,PERSONAL,6.54,0.06,7.0,729,Yes,0
34.0,female,3,65174.0,12,RENT,3200.0,MEDICAL,6.76,0.05,10.0,650,Yes,0
27.0,male,2,94535.0,3,MORTGAGE,5125.0,VENTURE,8.59,0.05,8.0,600,Yes,0
33.0,male,1,99370.0,11,MORTGAGE,6000.0,VENTURE,7.51,0.06,6.0,694,No,0
28.0,male,1,52764.0,7,RENT,3000.0,EDUCATION,7.49,0.06,7.0,609,Yes,0
28.0,male,2,38249.0,7,RENT,3600.0,MEDICAL,14.11,0.09,8.0,639,No,1
32.0,female,0,107946.0,7,RENT,12000.0,MEDICAL,8.94,0.11,6.0,614,No,0
31.0,male,3,100734.0,9,MORTGAGE,18000.0,VENTURE,19.74,0.18,8.0,644,No,1
29.0,male,1,74839.0,5,RENT,15000.0,PERSONAL,6.91,0.2,9.0,593,Yes,0
32.0,female,0,37302.0,8,RENT,11450.0,EDUCATION,9.99,0.31,6.0,604,No,1
31.0,male,1,32341.0,7,MORTGAGE,6500.0,PERSONAL,9.99,0.2,9.0,666,Yes,0
30.0,female,1,63257.0,9,MORTGAGE,14675.0,HOMEIMPROVEMENT,9.63,0.23,7.0,660,Yes,0
36.0,male,4,1440982.0,15,OWN,10000.0,MEDICAL,6.54,0.01,11.0,682,Yes,0
40.0,female,2,1440915.0,19,MORTGAGE,10000.0,MEDICAL,11.01,0.01,16.0,637,Yes,0
50.0,male,0,1081082.0,28,MORTGAGE,30000.0,DEBTCONSOLIDATION,12.69,0.03,15.0,643,No,0
36.0,female,0,1081254.0,14,MORTGAGE,6000.0,PERSONAL,11.01,0.01,12.0,600,Yes,0
36.0,male,2,84049.0,13,RENT,35000.0,VENTURE,11.01,0.42,15.0,700,No,1
45.0,male,3,96924.0,25,RENT,35000.0,MEDICAL,11.01,0.36,13.0,566,No,1
37.0,male,2,97166.0,14,RENT,35000.0,HOMEIMPROVEMENT,11.99,0.36,17.0,637,No,1
39.0,female,0,850679.0,18,MORTGAGE,25000.0,DEBTCONSOLIDATION,12.18,0.03,12.0,668,No,0
44.0,male,0,703125.0,24,MORTGAGE,20000.0,MEDICAL,11.01,0.03,16.0,563,No,1
36.0,female,1,840912.0,14,MORTGAGE,25000.0,MEDICAL,12.53,0.03,13.0,629,Yes,0
40.0,male,2,649823.0,16,MORTGAGE,35000.0,MEDICAL,15.99,0.05,11.0,614,No,1
37.0,female,1,103064.0,11,RENT,35000.0,HOMEIMPROVEMENT,8.9,0.34,17.0,656,No,1
43.0,female,3,600812.0,22,MORTGAGE,25000.0,VENTURE,12.61,0.04,14.0,685,No,0
39.0,male,3,485461.0,16,MORTGAGE,35000.0,MEDICAL,11.01,0.07,11.0,668,No,1
41.0,male,1,577228.0,17,MORTGAGE,16000.0,DEBTCONSOLIDATION,7.9,0.03,17.0,660,No,0
40.0,female,0,160447.0,13,RENT,35000.0,EDUCATION,14.54,0.22,17.0,630,No,1
36.0,male,3,490811.0,15,MORTGAGE,35000.0,HOMEIMPROVEMENT,7.9,0.07,13.0,654,Yes,0
37.0,male,2,490621.0,16,RENT,6000.0,EDUCATION,12.61,0.01,13.0,699,Yes,0
43.0,female,3,480854.0,20,MORTGAGE,28000.0,VENTURE,9.91,0.06,11.0,619,No,0
43.0,male,2,421260.0,19,MORTGAGE,18000.0,MEDICAL,11.49,0.04,16.0,702,Yes,0
46.0,male,2,404111.0,25,OWN,9000.0,VENTURE,11.49,0.02,13.0,679,No,0
44.0,male,1,82056.0,20,RENT,32400.0,HOMEIMPROVEMENT,11.01,0.39,13.0,638,No,1
43.0,female,0,89491.0,19,RENT,30600.0,DEBTCONSOLIDATION,18.79,0.34,17.0,648,No,1
38.0,female,0,368127.0,16,MORTGAGE,15000.0,VENTURE,10.62,0.04,17.0,693,No,0
47.0,female,0,366927.0,24,MORTGAGE,10000.0,HOMEIMPROVEMENT,13.43,0.03,12.0,665,Yes,0
46.0,female,0,367057.0,25,MORTGAGE,20000.0,VENTURE,17.93,0.05,13.0,564,Yes,0
42.0,female,0,360959.0,23,MORTGAGE,10000.0,PERSONAL,17.27,0.03,14.0,710,Yes,0
37.0,female,0,67412.0,13,RENT,30000.0,DEBTCONSOLIDATION,9.91,0.45,15.0,637,No,1
47.0,male,2,15590.0,23,OWN,1950.0,MEDICAL,12.69,0.13,12.0,645,No,1
37.0,female,2,361023.0,16,MORTGAGE,25000.0,EDUCATION,11.49,0.07,14.0,650,No,0
36.0,female,1,108834.0,12,RENT,30000.0,PERSONAL,15.99,0.28,11.0,610,No,1
38.0,male,0,15693.0,16,OWN,4800.0,DEBTCONSOLIDATION,7.29,0.31,12.0,587,No,1
36.0,female,1,336807.0,12,RENT,5000.0,DEBTCONSOLIDATION,14.26,0.01,16.0,652,Yes,0
37.0,female,0,264810.0,11,RENT,30000.0,EDUCATION,9.91,0.11,17.0,583,Yes,0
41.0,female,3,322597.0,18,MORTGAGE,24000.0,PERSONAL,10.37,0.07,11.0,683,Yes,0
43.0,male,0,321399.0,20,MORTGAGE,21000.0,DEBTCONSOLIDATION,12.69,0.07,13.0,645,Yes,0
37.0,female,1,313076.0,13,MORTGAGE,20000.0,VENTURE,14.96,0.06,12.0,673,Yes,0
36.0,female,1,300870.0,12,MORTGAGE,31400.0,PERSONAL,14.27,0.1,16.0,561,Yes,0
40.0,male,1,68772.0,16,RENT,28000.0,HOMEIMPROVEMENT,18.62,0.41,14.0,635,No,1
44.0,male,0,15209.0,20,OWN,2000.0,HOMEIMPROVEMENT,9.88,0.13,11.0,553,No,1
41.0,female,4,301153.0,21,MORTGAGE,5000.0,EDUCATION,9.99,0.02,12.0,721,No,0
36.0,female,1,301178.0,15,RENT,20000.0,DEBTCONSOLIDATION,7.88,0.07,17.0,690,No,0
41.0,female,0,301161.0,23,MORTGAGE,4200.0,DEBTCONSOLIDATION,13.11,0.01,14.0,690,No,0
36.0,male,0,300926.0,13,MORTGAGE,4000.0,VENTURE,7.14,0.01,12.0,679,No,0
48.0,male,1,274744.0,19,MORTGAGE,25000.0,HOMEIMPROVEMENT,15.31,0.09,13.0,673,No,1
45.0,male,2,103185.0,23,RENT,26000.0,PERSONAL,14.27,0.25,15.0,590,No,1
40.0,female,0,280535.0,18,MORTGAGE,15000.0,MEDICAL,11.83,0.05,15.0,667,Yes,0
43.0,male,0,276859.0,21,MORTGAGE,25000.0,HOMEIMPROVEMENT,15.58,0.09,15.0,640,Yes,0
42.0,male,2,57664.0,23,RENT,25000.0,MEDICAL,12.18,0.43,15.0,610,No,1
45.0,male,0,271448.0,22,RENT,22200.0,PERSONAL,12.69,0.08,12.0,512,Yes,0
41.0,female,0,270601.0,16,MORTGAGE,35000.0,HOMEIMPROVEMENT,15.62,0.13,14.0,548,Yes,0
45.0,female,3,271200.0,25,MORTGAGE,10000.0,PERSONAL,11.01,0.04,11.0,632,Yes,0
40.0,male,0,213196.0,19,RENT,25000.0,MEDICAL,10.99,0.12,17.0,674,No,1
44.0,male,0,252856.0,23,MORTGAGE,25000.0,VENTURE,10.37,0.1,14.0,685,Yes,0
40.0,male,3,253004.0,15,MORTGAGE,20000.0,EDUCATION,6.17,0.08,17.0,655,Yes,0
42.0,female,2,253243.0,21,MORTGAGE,16000.0,VENTURE,13.47,0.06,11.0,642,Yes,0
45.0,male,1,252929.0,22,MORTGAGE,12000.0,DEBTCONSOLIDATION,9.63,0.05,12.0,542,Yes,0
41.0,male,0,59760.0,20,RENT,25000.0,HOMEIMPROVEMENT,17.04,0.42,13.0,606,No,1
38.0,female,1,243428.0,14,MORTGAGE,15000.0,VENTURE,12.04,0.06,13.0,561,Yes,0
40.0,male,1,242687.0,18,RENT,12450.0,EDUCATION,12.23,0.05,15.0,692,No,0
45.0,female,3,72728.0,22,RENT,25000.0,DEBTCONSOLIDATION,9.99,0.34,16.0,696,No,1
37.0,female,2,240809.0,13,MORTGAGE,5000.0,PERSONAL,11.01,0.02,12.0,691,No,0
38.0,female,0,240896.0,15,MORTGAGE,25000.0,PERSONAL,7.9,0.1,13.0,640,Yes,0
50.0,female,1,240876.0,31,RENT,7000.0,PERSONAL,10.99,0.03,15.0,676,No,0
37.0,male,1,240948.0,15,MORTGAGE,6000.0,DEBTCONSOLIDATION,5.42,0.02,14.0,627,No,0
39.0,female,1,241153.0,19,MORTGAGE,4800.0,PERSONAL,7.49,0.02,13.0,689,No,0
36.0,female,1,241150.0,15,MORTGAGE,14000.0,MEDICAL,7.49,0.06,15.0,618,Yes,0
37.0,male,0,241002.0,15,MORTGAGE,25000.0,EDUCATION,15.57,0.1,14.0,579,No,0
36.0,female,2,240800.0,16,OWN,25000.0,HOMEIMPROVEMENT,15.2,0.1,13.0,707,Yes,0
41.0,male,0,241503.0,20,MORTGAGE,1000.0,VENTURE,10.38,0.0,13.0,611,No,0
37.0,male,0,241099.0,14,MORTGAGE,25000.0,HOMEIMPROVEMENT,10.75,0.1,11.0,659,No,0
39.0,female,0,241019.0,18,MORTGAGE,18000.0,EDUCATION,10.99,0.07,13.0,590,Yes,0
41.0,male,0,80801.0,18,RENT,25000.0,EDUCATION,17.56,0.31,15.0,725,No,1
38.0,female,0,240826.0,17,MORTGAGE,20000.0,PERSONAL,11.48,0.08,15.0,653,No,0
47.0,male,1,67887.0,26,RENT,25000.0,MEDICAL,11.01,0.37,13.0,658,No,1
44.0,male,0,87472.0,20,RENT,25000.0,HOMEIMPROVEMENT,19.41,0.29,17.0,605,No,1
38.0,female,0,231498.0,16,MORTGAGE,5600.0,HOMEIMPROVEMENT,7.9,0.02,14.0,661,Yes,0
37.0,male,0,231922.0,14,MORTGAGE,25600.0,DEBTCONSOLIDATION,5.99,0.11,17.0,620,Yes,0
46.0,female,1,231159.0,21,MORTGAGE,25000.0,VENTURE,14.79,0.11,14.0,665,Yes,0
36.0,female,4,231135.0,13,OTHER,20000.0,VENTURE,11.48,0.09,17.0,688,No,0
36.0,male,1,84061.0,11,RENT,25000.0,HOMEIMPROVEMENT,14.59,0.3,12.0,590,No,1
44.0,female,1,229542.0,26,MORTGAGE,8000.0,PERSONAL,13.16,0.03,15.0,648,No,0
36.0,male,0,18192.0,14,OWN,7000.0,DEBTCONSOLIDATION,5.42,0.38,16.0,694,No,1
36.0,female,2,210062.0,11,RENT,20000.0,VENTURE,17.04,0.1,16.0,685,No,1
37.0,male,0,223839.0,18,OWN,3000.0,VENTURE,6.39,0.01,17.0,675,Yes,0
46.0,female,0,223521.0,24,MORTGAGE,20000.0,VENTURE,11.36,0.09,15.0,708,Yes,0
43.0,female,1,216774.0,19,MORTGAGE,6000.0,HOMEIMPROVEMENT,14.27,0.03,17.0,663,Yes,0
42.0,male,4,18097.0,19,OWN,3500.0,MEDICAL,11.01,0.19,11.0,569,No,1
36.0,male,2,102076.0,13,RENT,25000.0,EDUCATION,12.87,0.24,11.0,617,Yes,0
36.0,male,2,103188.0,14,RENT,25000.0,EDUCATION,11.86,0.24,11.0,729,No,0
36.0,female,0,216829.0,12,RENT,24000.0,EDUCATION,9.99,0.11,15.0,565,Yes,0
45.0,female,1,217025.0,24,MORTGAGE,10000.0,MEDICAL,5.99,0.05,11.0,708,No,0
49.0,male,1,172318.0,24,MORTGAGE,24000.0,MEDICAL,11.01,0.14,14.0,591,No,1
39.0,female,1,94734.0,16,RENT,25000.0,HOMEIMPROVEMENT,16.02,0.26,17.0,660,No,1
45.0,male,0,100737.0,22,RENT,25000.0,EDUCATION,12.87,0.25,14.0,689,No,1
36.0,male,1,211138.0,13,MORTGAGE,11800.0,MEDICAL,7.51,0.06,11.0,596,Yes,0
38.0,male,1,210811.0,14,MORTGAGE,21000.0,EDUCATION,9.99,0.1,14.0,590,No,0
37.0,male,0,117692.0,19,RENT,25000.0,HOMEIMPROVEMENT,19.41,0.21,11.0,698,Yes,0
37.0,male,0,106548.0,16,RENT,25000.0,PERSONAL,19.66,0.23,12.0,626,No,1
36.0,male,2,18859.0,15,OWN,5000.0,PERSONAL,13.92,0.27,15.0,673,No,1
37.0,male,1,19183.0,16,OWN,5000.0,VENTURE,7.74,0.26,13.0,686,No,1
47.0,female,0,108864.0,26,RENT,25000.0,VENTURE,15.65,0.23,17.0,630,No,1
37.0,male,3,211043.0,12,RENT,15000.0,HOMEIMPROVEMENT,9.76,0.07,17.0,708,No,0
37.0,male,1,211146.0,15,MORTGAGE,6500.0,MEDICAL,13.35,0.03,17.0,699,Yes,0
37.0,female,3,113863.0,16,RENT,25000.0,HOMEIMPROVEMENT,13.11,0.22,16.0,741,No,1
44.0,female,0,207311.0,24,MORTGAGE,25000.0,VENTURE,9.62,0.12,11.0,600,Yes,0
41.0,female,0,206452.0,14,MORTGAGE,25000.0,HOMEIMPROVEMENT,11.12,0.12,14.0,646,No,0
37.0,male,1,205043.0,14,MORTGAGE,25000.0,HOMEIMPROVEMENT,16.45,0.12,13.0,652,Yes,0
37.0,male,3,133109.0,16,RENT,25000.0,EDUCATION,10.99,0.19,12.0,681,Yes,0
40.0,male,0,118587.0,16,RENT,25000.0,DEBTCONSOLIDATION,19.04,0.21,16.0,584,No,1
46.0,female,3,204842.0,21,MORTGAGE,7200.0,HOMEIMPROVEMENT,9.91,0.04,12.0,691,Yes,0
39.0,male,1,205054.0,14,MORTGAGE,32000.0,MEDICAL,7.49,0.16,13.0,647,Yes,0
39.0,female,0,205213.0,13,RENT,17000.0,DEBTCONSOLIDATION,12.99,0.08,14.0,640,No,0
37.0,male,1,137706.0,16,RENT,25000.0,VENTURE,11.01,0.18,13.0,607,No,0
36.0,male,2,124581.0,13,RENT,25000.0,VENTURE,12.53,0.2,15.0,529,No,1
38.0,female,0,150371.0,18,RENT,25000.0,EDUCATION,13.06,0.17,13.0,720,No,0
39.0,female,0,121238.0,17,RENT,25000.0,MEDICAL,15.7,0.21,16.0,572,No,1
40.0,male,1,19732.0,17,OWN,4000.0,EDUCATION,15.7,0.2,13.0,671,No,1
36.0,male,1,153254.0,10,RENT,25000.0,DEBTCONSOLIDATION,14.59,0.16,11.0,617,No,1
36.0,male,2,174926.0,14,RENT,25000.0,MEDICAL,11.01,0.14,15.0,572,Yes,0
47.0,male,1,198785.0,26,MORTGAGE,19800.0,HOMEIMPROVEMENT,15.65,0.1,16.0,665,No,0
40.0,female,1,190794.0,19,RENT,25000.0,HOMEIMPROVEMENT,16.82,0.13,16.0,567,No,1
38.0,female,2,20642.0,18,OWN,2000.0,VENTURE,13.23,0.1,11.0,603,No,0
36.0,male,1,516892.0,18,RENT,25000.0,VENTURE,13.8,0.05,16.0,663,No,0
48.0,female,0,20945.0,26,OWN,3300.0,HOMEIMPROVEMENT,10.99,0.16,14.0,668,No,1
37.0,male,1,192877.0,15,MORTGAGE,24000.0,PERSONAL,6.54,0.12,15.0,694,Yes,0
38.0,female,1,105360.0,11,RENT,24250.0,HOMEIMPROVEMENT,11.01,0.23,12.0,678,Yes,0
37.0,male,0,92749.0,11,RENT,24250.0,DEBTCONSOLIDATION,15.65,0.26,13.0,567,No,1
42.0,female,0,83295.0,18,RENT,24250.0,MEDICAL,15.58,0.29,14.0,601,No,1
36.0,male,1,178641.0,14,MORTGAGE,10000.0,DEBTCONSOLIDATION,14.11,0.06,13.0,613,No,1
39.0,male,2,94548.0,19,RENT,24250.0,MEDICAL,16.0,0.26,13.0,601,No,1
36.0,female,1,21427.0,11,MORTGAGE,3000.0,MEDICAL,5.42,0.14,11.0,634,No,1
40.0,female,1,151121.0,15,RENT,24250.0,DEBTCONSOLIDATION,11.01,0.16,17.0,653,Yes,0
50.0,female,0,142680.0,25,RENT,24250.0,EDUCATION,13.92,0.17,12.0,630,No,1
36.0,male,1,162885.0,9,RENT,24250.0,DEBTCONSOLIDATION,12.87,0.15,15.0,575,No,0
40.0,male,1,55150.0,18,RENT,24000.0,EDUCATION,10.65,0.44,11.0,621,No,1
38.0,female,1,21423.0,14,MORTGAGE,4375.0,EDUCATION,7.51,0.2,17.0,527,No,1
38.0,male,1,21959.0,15,OWN,1000.0,HOMEIMPROVEMENT,16.29,0.05,11.0,628,No,0
39.0,male,1,67096.0,13,RENT,24000.0,DEBTCONSOLIDATION,12.53,0.36,15.0,592,No,1
38.0,female,2,72896.0,16,RENT,24000.0,PERSONAL,13.85,0.33,16.0,658,No,1
36.0,female,1,22405.0,15,OWN,5875.0,HOMEIMPROVEMENT,7.9,0.26,12.0,689,No,1
39.0,male,0,22489.0,16,OWN,3975.0,DEBTCONSOLIDATION,11.97,0.18,15.0,597,No,1
38.0,male,3,22042.0,17,OWN,2800.0,MEDICAL,11.01,0.13,16.0,677,No,1
39.0,male,3,22704.0,17,OWN,4375.0,MEDICAL,5.42,0.19,17.0,640,No,1
36.0,male,1,88145.0,14,RENT,24000.0,HOMEIMPROVEMENT,14.09,0.27,12.0,676,No,1
39.0,male,0,81617.0,17,RENT,24000.0,VENTURE,15.31,0.29,11.0,709,No,1
36.0,male,3,95311.0,12,RENT,24000.0,MEDICAL,11.12,0.25,12.0,698,No,0
38.0,male,0,98472.0,17,RENT,24000.0,HOMEIMPROVEMENT,8.49,0.24,13.0,564,Yes,0
43.0,female,1,118110.0,24,RENT,24000.0,VENTURE,10.99,0.2,11.0,720,No,0
36.0,male,1,121677.0,13,RENT,24000.0,HOMEIMPROVEMENT,11.99,0.2,11.0,638,Yes,0
47.0,female,2,22873.0,26,MORTGAGE,3000.0,PERSONAL,5.42,0.13,12.0,678,No,1
48.0,female,1,156972.0,24,RENT,24000.0,EDUCATION,9.91,0.15,15.0,650,No,0
41.0,male,4,72894.0,17,RENT,23800.0,HOMEIMPROVEMENT,6.91,0.33,15.0,755,No,1
37.0,male,0,47293.0,12,RENT,23500.0,EDUCATION,11.01,0.5,16.0,509,No,1
39.0,male,0,77666.0,15,RENT,23500.0,EDUCATION,14.26,0.3,13.0,669,No,1
37.0,female,1,22667.0,14,OWN,1500.0,PERSONAL,13.47,0.07,13.0,601,Yes,0
40.0,female,1,100709.0,17,RENT,23000.0,HOMEIMPROVEMENT,12.36,0.23,11.0,664,No,1
42.0,male,0,81443.0,18,RENT,22400.0,MEDICAL,14.11,0.28,11.0,712,No,1
38.0,female,2,100459.0,16,RENT,22250.0,HOMEIMPROVEMENT,20.0,0.22,12.0,629,No,1
47.0,male,3,46967.0,27,RENT,22000.0,MEDICAL,18.78,0.47,17.0,661,No,1
38.0,male,0,68241.0,15,RENT,22000.0,HOMEIMPROVEMENT,10.75,0.32,15.0,625,No,1
43.0,female,3,87392.0,17,RENT,22000.0,EDUCATION,10.62,0.25,11.0,699,No,1
42.0,male,4,99557.0,18,RENT,22000.0,DEBTCONSOLIDATION,10.99,0.22,12.0,608,Yes,0
46.0,male,1,109827.0,25,RENT,22000.0,HOMEIMPROVEMENT,18.79,0.2,16.0,642,No,1
39.0,female,1,143808.0,15,RENT,22000.0,DEBTCONSOLIDATION,11.49,0.15,12.0,693,No,0
40.0,male,0,201063.0,17,RENT,22000.0,VENTURE,10.99,0.11,13.0,591,No,0
48.0,male,3,23868.0,28,OWN,7000.0,EDUCATION,11.01,0.29,12.0,747,No,1
37.0,female,2,49035.0,17,RENT,21250.0,VENTURE,12.99,0.43,16.0,654,No,1
36.0,male,1,51526.0,12,RENT,21000.0,EDUCATION,7.49,0.41,11.0,681,No,1
39.0,female,0,70675.0,17,RENT,21000.0,EDUCATION,10.83,0.3,16.0,654,No,1
36.0,female,3,71863.0,14,RENT,21000.0,MEDICAL,14.11,0.29,16.0,576,No,1
36.0,female,0,96791.0,14,RENT,21000.0,VENTURE,11.36,0.22,12.0,692,No,0
37.0,female,0,111472.0,14,RENT,21000.0,VENTURE,11.63,0.19,15.0,672,No,0
39.0,female,1,133027.0,18,RENT,21000.0,MEDICAL,11.11,0.16,16.0,695,No,0
39.0,male,1,24588.0,21,MORTGAGE,6000.0,MEDICAL,11.14,0.24,13.0,565,No,1
38.0,male,3,240894.0,15,RENT,21000.0,HOMEIMPROVEMENT,10.37,0.09,11.0,566,No,0
39.0,female,1,58488.0,16,RENT,20500.0,MEDICAL,14.59,0.35,16.0,654,No,1
36.0,male,1,85076.0,16,RENT,20400.0,VENTURE,10.37,0.24,14.0,685,No,0
37.0,male,2,84975.0,15,RENT,20400.0,MEDICAL,13.06,0.24,11.0,705,Yes,0
36.0,female,2,46506.0,11,RENT,20000.0,VENTURE,12.41,0.43,16.0,669,No,1
37.0,male,1,25182.0,16,OWN,3000.0,VENTURE,12.69,0.12,17.0,674,Yes,0
48.0,female,0,48805.0,24,RENT,20000.0,VENTURE,7.49,0.41,12.0,687,No,1
45.0,male,4,45165.0,25,RENT,20000.0,HOMEIMPROVEMENT,11.71,0.44,15.0,579,No,1
36.0,male,2,54627.0,16,RENT,20000.0,MEDICAL,11.36,0.37,14.0,648,No,1
36.0,male,3,58605.0,14,RENT,20000.0,MEDICAL,13.61,0.34,14.0,503,No,1
37.0,male,0,51012.0,15,RENT,20000.0,PERSONAL,14.25,0.39,17.0,632,No,1
